Sales_Order_Document,Sales_Organization,Article,Size_Grid_Value,Requested_Delivery_Date,Sales_Order_Qty
3336684603720,417600,F503035,720,01-10-2021,1
3336746376620,417600,F503035,620,30-08-2021,1
3336746376640,417600,F503035,640,30-08-2021,2
3336746376660,417600,F503035,660,30-08-2021,2
3336746376680,417600,F503035,680,30-08-2021,2
3336746376700,417600,F503035,700,30-08-2021,1
3336929136620,417600,F503035,620,19-07-2021,5
3336929136640,417600,F503035,640,19-07-2021,10
3336929136660,417600,F503035,660,19-07-2021,10
3336929136680,417600,F503035,680,19-07-2021,5
3336929139620,417600,F503035,620,19-07-2021,5
3336929139640,417600,F503035,640,19-07-2021,10
3336929139660,417600,F503035,660,19-07-2021,10
3336929139680,417600,F503035,680,19-07-2021,5
33370898285401,417600,F503035,540,19-07-2021,10
33370898285402,417600,F503035,540,09-08-2021,10
33370898285403,417600,F503035,540,23-08-2021,10
33370898285601,417600,F503035,560,19-07-2021,10
33370898285602,417600,F503035,560,09-08-2021,10
33370898285603,417600,F503035,560,23-08-2021,10
33370898285801,417600,F503035,580,19-07-2021,10
33370898285802,417600,F503035,580,09-08-2021,10
33370898285803,417600,F503035,580,23-08-2021,10
33370898286001,417600,F503035,600,19-07-2021,10
33370898286002,417600,F503035,600,09-08-2021,10
33370898286003,417600,F503035,600,23-08-2021,10
33370898286201,417600,F503035,620,19-07-2021,20
33370898286202,417600,F503035,620,09-08-2021,20
33370898286203,417600,F503035,620,23-08-2021,20
33370898286401,417600,F503035,640,19-07-2021,20
33370898286402,417600,F503035,640,09-08-2021,20
33370898286403,417600,F503035,640,23-08-2021,20
33370898286601,417600,F503035,660,19-07-2021,20
33370898286602,417600,F503035,660,09-08-2021,20
33370898286603,417600,F503035,660,23-08-2021,20
33370898286801,417600,F503035,680,19-07-2021,20
33370898286802,417600,F503035,680,09-08-2021,20
33370898286803,417600,F503035,680,23-08-2021,20
33370898287001,417600,F503035,700,19-07-2021,20
33370898287002,417600,F503035,700,09-08-2021,20
33370898287003,417600,F503035,700,23-08-2021,20
33370898287201,417600,F503035,720,19-07-2021,20
33370898287202,417600,F503035,720,09-08-2021,20
33370898287203,417600,F503035,720,23-08-2021,20
3337123407560,417600,F503035,560,19-07-2021,1
3337123407580,417600,F503035,580,19-07-2021,2
3337123407600,417600,F503035,600,19-07-2021,2
3337123407620,417600,F503035,620,19-07-2021,2
3337123407640,417600,F503035,640,19-07-2021,3
3337123407660,417600,F503035,660,19-07-2021,3
3337264866560,417600,F503035,560,02-11-2021,2
3337264866600,417600,F503035,600,02-11-2021,2
3337264866620,417600,F503035,620,02-11-2021,2
3337264866640,417600,F503035,640,02-11-2021,2
3337264866660,417600,F503035,660,02-11-2021,2
3337264866680,417600,F503035,680,02-11-2021,1
3337305051560,417600,F503035,560,19-07-2021,2
3337305051600,417600,F503035,600,19-07-2021,2
3337305051620,417600,F503035,620,19-07-2021,2
3337305051660,417600,F503035,660,19-07-2021,3
3337305051700,417600,F503035,700,19-07-2021,2
3337323843540,417600,F503035,540,15-06-2021,11
3337323843560,417600,F503035,560,15-06-2021,15
3337323843580,417600,F503035,580,15-06-2021,16
3337323843600,417600,F503035,600,15-06-2021,15
3337323843620,417600,F503035,620,15-06-2021,13
3337323843640,417600,F503035,640,15-06-2021,13
3337323843660,417600,F503035,660,15-06-2021,13
3337323843680,417600,F503035,680,15-06-2021,25
3337323843700,417600,F503035,700,15-06-2021,15
3337323843720,417600,F503035,720,15-06-2021,19
3337342950540,417600,F503035,540,01-11-2021,1
3337342950560,417600,F503035,560,01-11-2021,1
3337342950580,417600,F503035,580,01-11-2021,1
3337342950600,417600,F503035,600,01-11-2021,1
3337342950620,417600,F503035,620,01-11-2021,1
3337342950640,417600,F503035,640,01-11-2021,1
3337342950660,417600,F503035,660,01-11-2021,1
3337342950680,417600,F503035,680,01-11-2021,1
3337342950700,417600,F503035,700,01-11-2021,1
3337342950720,417600,F503035,720,01-11-2021,1
3337355118540,417600,F503035,540,01-11-2021,1
3337355118560,417600,F503035,560,01-11-2021,1
3337355118580,417600,F503035,580,01-11-2021,1
3337355118600,417600,F503035,600,01-11-2021,1
3337355118620,417600,F503035,620,01-11-2021,1
3337355118640,417600,F503035,640,01-11-2021,1
3337355118660,417600,F503035,660,01-11-2021,1
3337355118680,417600,F503035,680,01-11-2021,1
3337355118700,417600,F503035,700,01-11-2021,1
3337355118720,417600,F503035,720,01-11-2021,1
3337403937580,417600,F503035,580,08-06-2021,3
33374247575401,417600,F503035,540,12-07-2021,3
33374247575402,417600,F503035,540,02-08-2021,2
33374247575403,417600,F503035,540,30-08-2021,4
33374247575601,417600,F503035,560,12-07-2021,3
33374247575602,417600,F503035,560,02-08-2021,2
33374247575603,417600,F503035,560,30-08-2021,4
33374247575801,417600,F503035,580,12-07-2021,3
33374247575802,417600,F503035,580,02-08-2021,2
33374247575803,417600,F503035,580,30-08-2021,4
33374247576001,417600,F503035,600,12-07-2021,3
33374247576002,417600,F503035,600,02-08-2021,2
33374247576003,417600,F503035,600,30-08-2021,4
33374247576201,417600,F503035,620,12-07-2021,3
33374247576202,417600,F503035,620,02-08-2021,2
33374247576203,417600,F503035,620,30-08-2021,4
33374247576401,417600,F503035,640,12-07-2021,3
33374247576402,417600,F503035,640,02-08-2021,2
33374247576403,417600,F503035,640,30-08-2021,4
33374247576601,417600,F503035,660,12-07-2021,3
33374247576602,417600,F503035,660,02-08-2021,2
33374247576603,417600,F503035,660,30-08-2021,4
33374247576801,417600,F503035,680,12-07-2021,3
33374247576802,417600,F503035,680,02-08-2021,2
33374247576803,417600,F503035,680,30-08-2021,4
33374247577001,417600,F503035,700,12-07-2021,3
33374247577002,417600,F503035,700,02-08-2021,2
33374247577003,417600,F503035,700,30-08-2021,4
33374247577201,417600,F503035,720,12-07-2021,3
33374247577202,417600,F503035,720,02-08-2021,2
33374247577203,417600,F503035,720,30-08-2021,4
3337444500330,417600,G85D5D1,330,01-07-2021,1
3337444500400,417600,G85D5D1,400,01-07-2021,2
3337444500430,417600,G85D5D1,430,01-07-2021,2
3337444500460,417600,G85D5D1,460,01-07-2021,1
3337444500500,417600,G85D5D1,500,01-07-2021,1
3337466463540,417600,F503035,540,12-07-2021,2
3337466463560,417600,F503035,560,12-07-2021,2
3337466463580,417600,F503035,580,12-07-2021,2
3337466463600,417600,F503035,600,12-07-2021,2
3337466463620,417600,F503035,620,12-07-2021,2
3337466463640,417600,F503035,640,12-07-2021,2
3337466463660,417600,F503035,660,12-07-2021,2
3337466463680,417600,F503035,680,12-07-2021,2
3337466463700,417600,F503035,700,12-07-2021,2
3337466463720,417600,F503035,720,12-07-2021,2
3337468161540,417600,F503035,540,02-11-2021,1
3337468161560,417600,F503035,560,02-11-2021,2
3337468161580,417600,F503035,580,02-11-2021,2
3337468161600,417600,F503035,600,02-11-2021,2
3337468161620,417600,F503035,620,02-11-2021,2
3337468161640,417600,F503035,640,02-11-2021,2
3337468161660,417600,F503035,660,02-11-2021,2
3337468161680,417600,F503035,680,02-11-2021,2
3337468161700,417600,F503035,700,02-11-2021,1
3337468161720,417600,F503035,720,02-11-2021,1
3337478718540,417600,F503035,540,08-06-2021,4
3337478718560,417600,F503035,560,08-06-2021,6
3337478718580,417600,F503035,580,08-06-2021,6
3337478718600,417600,F503035,600,08-06-2021,6
3337478718620,417600,F503035,620,08-06-2021,4
3337478718640,417600,F503035,640,08-06-2021,6
3337478718660,417600,F503035,660,08-06-2021,6
3337478718680,417600,F503035,680,08-06-2021,6
3337478718700,417600,F503035,700,08-06-2021,4
3337478718720,417600,F503035,720,08-06-2021,1
3337478745600,417600,F503035,600,21-06-2021,1
3337478745640,417600,F503035,640,21-06-2021,1
3337478745700,417600,F503035,700,21-06-2021,1
3337488186540,417600,F503035,540,12-07-2021,1
3337488186560,417600,F503035,560,12-07-2021,2
3337488186580,417600,F503035,580,12-07-2021,2
3337488186600,417600,F503035,600,12-07-2021,2
3337488186620,417600,F503035,620,12-07-2021,2
3337488186640,417600,F503035,640,12-07-2021,2
3337488186660,417600,F503035,660,12-07-2021,2
3337488186680,417600,F503035,680,12-07-2021,2
3337488186700,417600,F503035,700,12-07-2021,2
3337488186720,417600,F503035,720,12-07-2021,1
3337489146620,417600,F503035,620,14-06-2021,4
3337489146660,417600,F503035,660,14-06-2021,3
3337489146680,417600,F503035,680,14-06-2021,5
3337489146720,417600,F503035,720,14-06-2021,3
3337489149560,417600,F503035,560,15-06-2021,2
3337492500540,417600,F503035,540,29-11-2021,1
3337492500560,417600,F503035,560,29-11-2021,1
3337492500580,417600,F503035,580,29-11-2021,1
3337492500600,417600,F503035,600,29-11-2021,1
3337492500620,417600,F503035,620,29-11-2021,1
3337492500640,417600,F503035,640,29-11-2021,1
3337492500660,417600,F503035,660,29-11-2021,1
3337492500680,417600,F503035,680,29-11-2021,1
3337492548600,417600,F503035,600,12-07-2021,2
3337492548620,417600,F503035,620,12-07-2021,2
3337492548640,417600,F503035,640,12-07-2021,2
3337492548660,417600,F503035,660,12-07-2021,2
3337492728560,417600,F503035,560,12-07-2021,1
3337492728580,417600,F503035,580,12-07-2021,1
3337492728600,417600,F503035,600,12-07-2021,1
3337492728620,417600,F503035,620,12-07-2021,1
3337492728640,417600,F503035,640,12-07-2021,1
3337492728660,417600,F503035,660,12-07-2021,1
3337492728680,417600,F503035,680,12-07-2021,1
3337492728700,417600,F503035,700,12-07-2021,1
3337493412660,417600,F503035,660,07-06-2021,1
3337498050540,417600,F503035,540,15-06-2021,23
3337498050560,417600,F503035,560,15-06-2021,28
3337498050580,417600,F503035,580,15-06-2021,30
3337498050600,417600,F503035,600,15-06-2021,27
3337498050620,417600,F503035,620,15-06-2021,25
3337498050640,417600,F503035,640,15-06-2021,24
3337498050660,417600,F503035,660,15-06-2021,25
3337498050680,417600,F503035,680,15-06-2021,39
3337498050700,417600,F503035,700,15-06-2021,31
3337498050720,417600,F503035,720,15-06-2021,48
3337506519540,417600,F503035,540,21-06-2021,15
3337506519580,417600,F503035,580,21-06-2021,17
3337506519700,417600,F503035,700,21-06-2021,11
3337506519720,417600,F503035,720,21-06-2021,6
3337507011560,417600,F503035,560,12-07-2021,5
3337507011580,417600,F503035,580,12-07-2021,7
3337507011600,417600,F503035,600,12-07-2021,5
3337507011620,417600,F503035,620,12-07-2021,6
3337507011640,417600,F503035,640,12-07-2021,6
3337507011660,417600,F503035,660,12-07-2021,6
3337507011680,417600,F503035,680,12-07-2021,5
3337507011700,417600,F503035,700,12-07-2021,3
3337511631640,417600,F503035,640,12-07-2021,1
3337511631660,417600,F503035,660,12-07-2021,2
3337511631680,417600,F503035,680,12-07-2021,1
3337512249540,417600,F503035,540,01-11-2021,1
3337512249560,417600,F503035,560,01-11-2021,1
3337512249580,417600,F503035,580,01-11-2021,1
3337512249600,417600,F503035,600,01-11-2021,1
3337512249620,417600,F503035,620,01-11-2021,1
3337512249640,417600,F503035,640,01-11-2021,1
3337512249660,417600,F503035,660,01-11-2021,1
3337512249680,417600,F503035,680,01-11-2021,1
3337512249700,417600,F503035,700,01-11-2021,1
3337512249720,417600,F503035,720,01-11-2021,1
3337518597580,417600,F503035,580,10-06-2021,2
3337527213540,417600,F503035,540,18-06-2021,5
3337528293560,417600,F503035,560,12-07-2021,2
3337528293580,417600,F503035,580,12-07-2021,4
3337528293600,417600,F503035,600,12-07-2021,4
3337528293620,417600,F503035,620,12-07-2021,4
3337528293640,417600,F503035,640,12-07-2021,8
3337528293660,417600,F503035,660,12-07-2021,8
3337528293680,417600,F503035,680,12-07-2021,4
3337528293700,417600,F503035,700,12-07-2021,2
3337529175560,417600,F503035,560,17-06-2021,5
3337529175580,417600,F503035,580,17-06-2021,15
3337529175600,417600,F503035,600,17-06-2021,10
3337529175640,417600,F503035,640,17-06-2021,60
3337532085560,417600,F503035,560,12-07-2021,1
3337532085580,417600,F503035,580,12-07-2021,2
3337532085600,417600,F503035,600,12-07-2021,2
3337532085620,417600,F503035,620,12-07-2021,2
3337532085640,417600,F503035,640,12-07-2021,5
3337532085660,417600,F503035,660,12-07-2021,5
3337532085680,417600,F503035,680,12-07-2021,1
3337532085700,417600,F503035,700,12-07-2021,1
3337532085720,417600,F503035,720,12-07-2021,1
3337532109560,417600,F503035,560,12-07-2021,1
3337532109580,417600,F503035,580,12-07-2021,2
3337532109600,417600,F503035,600,12-07-2021,2
3337532109620,417600,F503035,620,12-07-2021,2
3337532109640,417600,F503035,640,12-07-2021,5
3337532109660,417600,F503035,660,12-07-2021,5
3337532109680,417600,F503035,680,12-07-2021,1
3337532109700,417600,F503035,700,12-07-2021,1
3337532109720,417600,F503035,720,12-07-2021,1
3337533288540,417600,F503035,540,29-11-2021,2
3337533288560,417600,F503035,560,29-11-2021,2
3337533288580,417600,F503035,580,29-11-2021,2
3337533288600,417600,F503035,600,29-11-2021,2
3337533288620,417600,F503035,620,29-11-2021,2
3337533288640,417600,F503035,640,29-11-2021,2
3337533288660,417600,F503035,660,29-11-2021,2
3337533288680,417600,F503035,680,29-11-2021,2
3337533288700,417600,F503035,700,29-11-2021,2
3337533288720,417600,F503035,720,29-11-2021,2
3337537482580,417600,F503035,580,12-07-2021,3
3337537482600,417600,F503035,600,12-07-2021,3
3337537482620,417600,F503035,620,12-07-2021,3
3337537482640,417600,F503035,640,12-07-2021,4
3337537482660,417600,F503035,660,12-07-2021,10
3337537482680,417600,F503035,680,12-07-2021,6
3337537482700,417600,F503035,700,12-07-2021,4
3337537482720,417600,F503035,720,12-07-2021,1
3337538334720,417600,F503035,720,12-07-2021,1
3337550514700,417600,F503035,700,14-06-2021,2
3337557837720,417600,F503035,720,14-06-2021,1
3337557840620,417600,F503035,620,21-06-2021,2
3337557840660,417600,F503035,660,21-06-2021,2
3337557840680,417600,F503035,680,21-06-2021,2
3337557840720,417600,F503035,720,21-06-2021,2
3337562157660,417600,F503035,660,22-06-2021,4
3337563048580,417600,F503035,580,14-06-2021,1
3337563048640,417600,F503035,640,14-06-2021,1
3337563048700,417600,F503035,700,14-06-2021,1
3337563057540,417600,F503035,540,15-06-2021,1
3337563057640,417600,F503035,640,15-06-2021,1
3337571808660,417600,F503035,660,15-06-2021,1
3337572492540,417600,F503035,540,25-06-2021,14
3337572492560,417600,F503035,560,25-06-2021,15
3337572492580,417600,F503035,580,25-06-2021,16
3337572492600,417600,F503035,600,25-06-2021,16
3337572492620,417600,F503035,620,25-06-2021,15
3337572492640,417600,F503035,640,25-06-2021,15
3337572492660,417600,F503035,660,25-06-2021,15
3337572492680,417600,F503035,680,25-06-2021,18
3337572492700,417600,F503035,700,25-06-2021,16
3337572492720,417600,F503035,720,25-06-2021,15
3337574967640,417600,F503035,640,19-07-2021,1
3337574967660,417600,F503035,660,19-07-2021,1
3337585914560,417600,F503035,560,01-11-2021,1
3337585914580,417600,F503035,580,01-11-2021,2
3337585914600,417600,F503035,600,01-11-2021,2
3337585914620,417600,F503035,620,01-11-2021,3
3337585914640,417600,F503035,640,01-11-2021,3
3337585914660,417600,F503035,660,01-11-2021,3
3337585914680,417600,F503035,680,01-11-2021,2
3337585914700,417600,F503035,700,01-11-2021,2
3337585914720,417600,F503035,720,01-11-2021,2
3337586841560,417600,F503035,560,17-06-2021,1
3337586841620,417600,F503035,620,17-06-2021,1
3337587057620,417600,F503035,620,01-11-2021,1
3337587057640,417600,F503035,640,01-11-2021,2
3337587057660,417600,F503035,660,01-11-2021,2
3337587057680,417600,F503035,680,01-11-2021,2
3337587057700,417600,F503035,700,01-11-2021,1
3337593591680,417600,F503035,680,25-06-2021,2
3337596912660,417600,F503035,660,17-06-2021,1
3337598556540,417600,F503035,540,01-07-2021,12
3337598556560,417600,F503035,560,01-07-2021,1
3337598556600,417600,F503035,600,01-07-2021,3
3337598556620,417600,F503035,620,01-07-2021,3
3337598556660,417600,F503035,660,01-07-2021,26
3337598556700,417600,F503035,700,01-07-2021,17
3337599060620,417600,F503035,620,24-06-2021,2
3337599060720,417600,F503035,720,24-06-2021,2
3337605852620,417600,F503035,620,18-06-2021,10
3337611798580,417600,F503035,580,01-11-2021,1
3337611798600,417600,F503035,600,01-11-2021,1
3337611798620,417600,F503035,620,01-11-2021,2
3337611798640,417600,F503035,640,01-11-2021,2
3337611798660,417600,F503035,660,01-11-2021,2
3337611798680,417600,F503035,680,01-11-2021,1
3337611798700,417600,F503035,700,01-11-2021,1
3337611798720,417600,F503035,720,01-11-2021,1
3337611810540,417600,F503035,540,02-11-2021,1
3337611810560,417600,F503035,560,02-11-2021,1
3337611810580,417600,F503035,580,02-11-2021,1
3337611810600,417600,F503035,600,02-11-2021,1
3337611810620,417600,F503035,620,02-11-2021,1
3337611810640,417600,F503035,640,02-11-2021,1
3337611810660,417600,F503035,660,02-11-2021,1
3337611810680,417600,F503035,680,02-11-2021,1
3337611810700,417600,F503035,700,02-11-2021,1
3337615419540,417600,F503035,540,02-11-2021,1
3337615419560,417600,F503035,560,02-11-2021,2
3337615419580,417600,F503035,580,02-11-2021,2
3337615419600,417600,F503035,600,02-11-2021,2
3337615419620,417600,F503035,620,02-11-2021,2
3337615419640,417600,F503035,640,02-11-2021,2
3337615419660,417600,F503035,660,02-11-2021,2
3337615419680,417600,F503035,680,02-11-2021,2
3337615419700,417600,F503035,700,02-11-2021,2
3337615419720,417600,F503035,720,02-11-2021,1
3337615425560,417600,F503035,560,02-11-2021,1
3337615425580,417600,F503035,580,02-11-2021,2
3337615425600,417600,F503035,600,02-11-2021,2
3337615425620,417600,F503035,620,02-11-2021,2
3337615425640,417600,F503035,640,02-11-2021,2
3337615425660,417600,F503035,660,02-11-2021,1
3337615425680,417600,F503035,680,02-11-2021,1
3337615425700,417600,F503035,700,02-11-2021,1
3337615425720,417600,F503035,720,02-11-2021,1
3337615680540,417600,F503035,540,19-07-2021,1
3337615680560,417600,F503035,560,19-07-2021,3
3337615680580,417600,F503035,580,19-07-2021,6
3337615680600,417600,F503035,600,19-07-2021,6
3337615680620,417600,F503035,620,19-07-2021,6
3337615680640,417600,F503035,640,19-07-2021,10
3337615680660,417600,F503035,660,19-07-2021,10
3337615680680,417600,F503035,680,19-07-2021,6
3337615680700,417600,F503035,700,19-07-2021,4
3337615680720,417600,F503035,720,19-07-2021,2
3337616805580,417600,F503035,580,01-11-2021,1
3337616805600,417600,F503035,600,01-11-2021,1
3337616805620,417600,F503035,620,01-11-2021,2
3337616805640,417600,F503035,640,01-11-2021,2
3337616805660,417600,F503035,660,01-11-2021,2
3337616805680,417600,F503035,680,01-11-2021,1
3337617600580,417600,F503035,580,01-11-2021,1
3337617600600,417600,F503035,600,01-11-2021,1
3337617600620,417600,F503035,620,01-11-2021,2
3337617600640,417600,F503035,640,01-11-2021,2
3337617600660,417600,F503035,660,01-11-2021,2
3337617600680,417600,F503035,680,01-11-2021,1
3337623993560,417600,F503035,560,21-06-2021,1
3337623993600,417600,F503035,600,21-06-2021,2
3337623993620,417600,F503035,620,21-06-2021,1
3337625688660,417600,F503035,660,28-06-2021,1
3337635015540,417600,F503035,540,30-06-2021,9
3337635015560,417600,F503035,560,30-06-2021,9
3337635015580,417600,F503035,580,30-06-2021,10
3337635015600,417600,F503035,600,30-06-2021,10
3337635015620,417600,F503035,620,30-06-2021,9
3337635015640,417600,F503035,640,30-06-2021,9
3337635015660,417600,F503035,660,30-06-2021,10
3337635015680,417600,F503035,680,30-06-2021,11
3337635015700,417600,F503035,700,30-06-2021,10
3337635015720,417600,F503035,720,30-06-2021,9
3337635528580,417600,F503035,580,01-11-2021,1
3337635528600,417600,F503035,600,01-11-2021,1
3337635528620,417600,F503035,620,01-11-2021,2
3337635528640,417600,F503035,640,01-11-2021,2
3337635528660,417600,F503035,660,01-11-2021,2
3337635528680,417600,F503035,680,01-11-2021,1
3337635528700,417600,F503035,700,01-11-2021,1
3337651770580,417600,F503035,580,24-06-2021,1
3337674294540,417600,F503035,540,02-11-2021,1
3337674294560,417600,F503035,560,02-11-2021,1
3337674294580,417600,F503035,580,02-11-2021,2
3337674294600,417600,F503035,600,02-11-2021,2
3337674294620,417600,F503035,620,02-11-2021,2
3337674294640,417600,F503035,640,02-11-2021,2
3337674294660,417600,F503035,660,02-11-2021,1
3337674294680,417600,F503035,680,02-11-2021,1
3337674744540,417600,F503035,540,09-08-2021,21
3337674744560,417600,F503035,560,09-08-2021,22
3337674744580,417600,F503035,580,09-08-2021,24
3337674744600,417600,F503035,600,09-08-2021,50
3337674744620,417600,F503035,620,09-08-2021,70
3337674744640,417600,F503035,640,09-08-2021,100
3337674744660,417600,F503035,660,09-08-2021,50
3337674744680,417600,F503035,680,09-08-2021,44
3337674744700,417600,F503035,700,09-08-2021,13
3337674744720,417600,F503035,720,09-08-2021,3
3337676751600,417600,F503035,600,01-11-2021,1
3337676751620,417600,F503035,620,01-11-2021,1
3337676751640,417600,F503035,640,01-11-2021,1
3337676751660,417600,F503035,660,01-11-2021,1
3337676751680,417600,F503035,680,01-11-2021,1
3337676751700,417600,F503035,700,01-11-2021,1
3337676751720,417600,F503035,720,01-11-2021,1
3337679568540,417600,F503035,540,09-07-2021,6
3337679568560,417600,F503035,560,09-07-2021,1
3337679568600,417600,F503035,600,09-07-2021,4
3337679568620,417600,F503035,620,09-07-2021,70
3337679568640,417600,F503035,640,09-07-2021,58
3337679568660,417600,F503035,660,09-07-2021,50
3337679568680,417600,F503035,680,09-07-2021,44
3337679568700,417600,F503035,700,09-07-2021,13
3337679568720,417600,F503035,720,09-07-2021,1
3337692978560,417600,F503035,560,02-11-2021,1
3337692978580,417600,F503035,580,02-11-2021,1
3337692978600,417600,F503035,600,02-11-2021,1
3337692978620,417600,F503035,620,02-11-2021,1
3337692978640,417600,F503035,640,02-11-2021,1
3337692978660,417600,F503035,660,02-11-2021,1
3337692978680,417600,F503035,680,02-11-2021,1
3337692984560,417600,F503035,560,02-11-2021,1
3337692984580,417600,F503035,580,02-11-2021,1
3337692984600,417600,F503035,600,02-11-2021,1
3337692984620,417600,F503035,620,02-11-2021,1
3337692984640,417600,F503035,640,02-11-2021,1
3337692984660,417600,F503035,660,02-11-2021,1
3337692984680,417600,F503035,680,02-11-2021,1
3337705596560,417600,F503035,560,28-06-2021,1
3337711557600,417600,F503035,600,28-06-2021,1
3337711557620,417600,F503035,620,28-06-2021,1
3337711557640,417600,F503035,640,28-06-2021,1
3337719987580,417600,F503035,580,28-06-2021,1
3337719987640,417600,F503035,640,28-06-2021,2
3337719987700,417600,F503035,700,28-06-2021,1
3337723686580,417600,F503035,580,19-07-2021,2
3337723686660,417600,F503035,660,19-07-2021,2
3337723686680,417600,F503035,680,19-07-2021,2
3337731915600,417600,F503035,600,19-07-2021,2
3337731915620,417600,F503035,620,19-07-2021,4
3337731915640,417600,F503035,640,02-08-2021,4
3337731915660,417600,F503035,660,02-08-2021,4
3337731915680,417600,F503035,680,02-08-2021,3
3337736763560,417600,F503035,560,19-07-2021,10
3337736763580,417600,F503035,580,19-07-2021,10
3337736763600,417600,F503035,600,19-07-2021,10
3337736763660,417600,F503035,660,02-08-2021,10
3337736763680,417600,F503035,680,02-08-2021,10
3337736763700,417600,F503035,700,02-08-2021,5
3337736763720,417600,F503035,720,02-08-2021,5
3337739070560,417600,F503035,560,19-07-2021,5
3337739070580,417600,F503035,580,19-07-2021,5
3337739070600,417600,F503035,600,19-07-2021,5
3337739070620,417600,F503035,620,19-07-2021,5
3337739070640,417600,F503035,640,02-08-2021,5
3337739070660,417600,F503035,660,02-08-2021,10
3337739070680,417600,F503035,680,02-08-2021,5
3337739070700,417600,F503035,700,02-08-2021,5
3337743051580,417600,F503035,580,02-08-2021,2
3337743051600,417600,F503035,600,02-08-2021,2
3337743051620,417600,F503035,620,02-08-2021,2
3337743051640,417600,F503035,640,02-08-2021,2
3337743051660,417600,F503035,660,02-08-2021,2
3337743051680,417600,F503035,680,02-08-2021,2
3337743051700,417600,F503035,700,02-08-2021,2
3337744050560,417600,F503035,560,02-08-2021,2
3337744050580,417600,F503035,580,02-08-2021,4
3337744050600,417600,F503035,600,02-08-2021,4
3337744050620,417600,F503035,620,02-08-2021,4
3337744050640,417600,F503035,640,02-08-2021,4
3337744050660,417600,F503035,660,02-08-2021,4
3337744050680,417600,F503035,680,02-08-2021,4
3337744050700,417600,F503035,700,02-08-2021,2
3337744050720,417600,F503035,720,02-08-2021,1
3337745277620,417600,F503035,620,30-06-2021,1
3337748394600,417600,F503035,600,02-08-2021,1
3337748394620,417600,F503035,620,02-08-2021,1
3337748394640,417600,F503035,640,02-08-2021,1
3337748394660,417600,F503035,660,02-08-2021,1
3337748394680,417600,F503035,680,02-08-2021,1
3337748901560,417600,F503035,560,01-07-2021,1
3337748901580,417600,F503035,580,01-07-2021,2
3337748901600,417600,F503035,600,01-07-2021,2
3337748901620,417600,F503035,620,01-07-2021,2
3337748901640,417600,F503035,640,01-07-2021,2
3337748901660,417600,F503035,660,01-07-2021,2
3337748901680,417600,F503035,680,01-07-2021,1
3337748901720,417600,F503035,720,01-07-2021,1
3337750875540,417600,F503035,540,09-07-2021,3
3337750875580,417600,F503035,580,09-07-2021,4
3337750875600,417600,F503035,600,09-07-2021,3
3337750875680,417600,F503035,680,09-07-2021,2
3337758006540,417600,F503035,540,08-07-2021,2
3337758006560,417600,F503035,560,08-07-2021,8
3337758006580,417600,F503035,580,08-07-2021,20
3337758006600,417600,F503035,600,08-07-2021,12
3337758006640,417600,F503035,640,08-07-2021,60
3337760688560,417600,F503035,560,19-07-2021,1
3337760688580,417600,F503035,580,19-07-2021,1
3337760688600,417600,F503035,600,19-07-2021,1
3337760688620,417600,F503035,620,19-07-2021,1
3337760688640,417600,F503035,640,02-08-2021,1
3337760688660,417600,F503035,660,02-08-2021,1
3337761459560,417600,F503035,560,19-07-2021,1
3337761459580,417600,F503035,580,19-07-2021,1
3337761459600,417600,F503035,600,19-07-2021,1
3337761459620,417600,F503035,620,19-07-2021,1
3337761459700,417600,F503035,700,02-08-2021,1
3337761459720,417600,F503035,720,19-07-2021,1
3337773135540,417600,F503035,540,05-07-2021,1
3337773135580,417600,F503035,580,05-07-2021,6
3337773135600,417600,F503035,600,05-07-2021,3
3337773135620,417600,F503035,620,05-07-2021,1
3337773135640,417600,F503035,640,05-07-2021,7
3337773135660,417600,F503035,660,05-07-2021,2
3337773138580,417600,F503035,580,05-07-2021,4
3337773138600,417600,F503035,600,05-07-2021,1
3337773138640,417600,F503035,640,05-07-2021,2
3337773138660,417600,F503035,660,05-07-2021,1
3337775499540,417600,F503035,540,09-08-2021,2
3337775499560,417600,F503035,560,09-08-2021,2
3337775499580,417600,F503035,580,09-08-2021,2
3337775499600,417600,F503035,600,09-08-2021,2
33377754996201,417600,F503035,620,02-08-2021,5
33377754996202,417600,F503035,620,13-09-2021,3
33377754996401,417600,F503035,640,16-08-2021,5
33377754996402,417600,F503035,640,13-09-2021,3
33377754996601,417600,F503035,660,16-08-2021,5
33377754996602,417600,F503035,660,13-09-2021,3
33377754996801,417600,F503035,680,09-08-2021,3
33377754996802,417600,F503035,680,13-09-2021,3
3337775499700,417600,F503035,700,13-09-2021,3
3337775499720,417600,F503035,720,09-08-2021,3
3337780368540,417600,F503035,540,05-07-2021,1
3337784001580,417600,F503035,580,09-08-2021,2
3337785309640,417600,F503035,640,15-09-2021,2
3337785309660,417600,F503035,660,15-09-2021,2
3337785309680,417600,F503035,680,09-08-2021,2
3337787034280,417600,G85D5D1,280,05-07-2021,2
3337787034300,417600,G85D5D1,300,05-07-2021,5
3337787034330,417600,G85D5D1,330,05-07-2021,2
3337787034340,417600,G85D5D1,340,05-07-2021,20
3337787034360,417600,G85D5D1,360,05-07-2021,2
3337787034380,417600,G85D5D1,380,05-07-2021,2
3337787034400,417600,G85D5D1,400,05-07-2021,38
